"lemma","text.content","text.beginOffset","partOfSpeech.tag","dependencyEdge.headTokenIndex","dependencyEdge.label","text_id"
"long","long",-1,"ADJ",28,"AMOD",369
"time","time",-1,"NOUN",25,"POBJ",369
".",".",-1,"PUNCT",20,"P",369
"But","But",-1,"CONJ",37,"CC",369
"they","they",-1,"PRON",37,"NSUBJPASS",369
"would","would",-1,"VERB",37,"AUX",369
"n't","n't",-1,"ADV",37,"NEG",369
"have","have",-1,"VERB",37,"AUX",369
"even","even",-1,"ADV",37,"ADVMOD",369
"be","been",-1,"VERB",37,"AUXPASS",369
"form","formed",-1,"VERB",37,"ROOT",369
"if","if",-1,"ADP",40,"MARK",369
"they","they",-1,"PRON",40,"NSUBJ",369
"leave","left",-1,"VERB",37,"ADVCL",369
"some","some",-1,"DET",42,"DET",369
"troops","troops",-1,"NOUN",40,"DOBJ",369
"behind","behind",-1,"ADV",40,"ADVMOD",369
",",",",-1,"PUNCT",40,"P",369
"like","like",-1,"ADP",40,"PREP",369
"10,000","10,000",-1,"NUM",45,"POBJ",369
"or","or",-1,"CONJ",46,"CC",369
"maybe","maybe",-1,"ADV",49,"ADVMOD",369
"something","something",-1,"NOUN",46,"CONJ",369
"more","more",-1,"ADJ",49,"AMOD",369
"than","than",-1,"ADP",50,"PREP",369
"that","that",-1,"DET",51,"POBJ",369
".",".",-1,"PUNCT",37,"P",369
"And","And",-1,"CONJ",60,"CC",369
"then","then",-1,"ADV",60,"ADVMOD",369
"you","you",-1,"PRON",60,"NSUBJ",369
"would","would",-1,"VERB",60,"AUX",369
"n't","n't",-1,"ADV",60,"NEG",369
"have","have",-1,"VERB",60,"AUX",369
"have","had",-1,"VERB",60,"ROOT",369
"them","them",-1,"PRON",60,"DOBJ",369
".",".",-1,"PUNCT",60,"P",369
"Or","Or",-1,"CONJ",45,"CC",370
",",",",-1,"PUNCT",45,"P",370
"as","as",-1,"ADP",6,"MARK",370
"I","I",-1,"PRON",6,"NSUBJ",370
"have","'ve",-1,"VERB",6,"AUX",370
"be","been",-1,"VERB",6,"AUX",370
"say","saying",-1,"VERB",45,"ADVCL",370
"for","for",-1,"ADP",6,"PREP",370
"a","a",-1,"DET",10,"DET",370
"long","long",-1,"ADJ",10,"AMOD",370
"time","time",-1,"NOUN",7,"POBJ",370
",",",",-1,"PUNCT",6,"P",370
"and","and",-1,"CONJ",6,"CC",370
"I","I",-1,"PRON",14,"NSUBJ",370
"think","think",-1,"VERB",6,"CONJ",370
"you","you",-1,"PRON",17,"NSUBJ",370
"will","'ll",-1,"VERB",17,"AUX",370
"agree","agree",-1,"VERB",14,"CCOMP",370
",",",",-1,"PUNCT",17,"P",370
"because","because",-1,"ADP",21,"MARK",370
"I","I",-1,"PRON",21,"NSUBJ",370
"say","said",-1,"VERB",17,"ADVCL",370
"it","it",-1,"PRON",21,"DOBJ",370
"to","to",-1,"ADP",21,"PREP",370
"you","you",-1,"PRON",23,"POBJ",370
"once","once",-1,"ADV",21,"ADVMOD",370
",",",",-1,"PUNCT",17,"P",370
"have","had",-1,"VERB",29,"AUX",370
"we","we",-1,"PRON",29,"NSUBJ",370
"take","taken",-1,"VERB",17,"CONJ",370
"the","the",-1,"DET",31,"DET",370
"oil","oil",-1,"NOUN",29,"DOBJ",370
"—","—",-1,"PUNCT",6,"P",370
"and","and",-1,"CONJ",6,"CC",370
"we","we",-1,"PRON",37,"NSUBJ",370
"should","should",-1,"VERB",37,"AUX",370
"have","have",-1,"VERB",37,"AUX",370
"take","taken",-1,"VERB",6,"CONJ",370
"the","the",-1,"DET",39,"DET",370
"oil","oil",-1,"NOUN",37,"DOBJ",370
"—","—",-1,"PUNCT",45,"P",370
"ISIS","ISIS",-1,"NOUN",45,"NSUBJ",370
"would","would",-1,"VERB",45,"AUX",370
"not","not",-1,"ADV",45,"NEG",370
"have","have",-1,"VERB",45,"AUX",370
"be","been",-1,"VERB",45,"ROOT",370
"able","able",-1,"ADJ",45,"ACOMP",370
"to","to",-1,"PRT",48,"AUX",370
"form","form",-1,"VERB",46,"XCOMP",370
"either","either",-1,"ADV",48,"ADVMOD",370
",",",",-1,"PUNCT",45,"P",370
"because","because",-1,"ADP",54,"MARK",370
"the","the",-1,"DET",53,"DET",370
"oil","oil",-1,"NOUN",54,"NSUBJ",370
"be","was",-1,"VERB",45,"ADVCL",370
"their","their",-1,"PRON",57,"POSS",370
"primary","primary",-1,"ADJ",57,"AMOD",370
"source","source",-1,"NOUN",54,"ATTR",370
"of","of",-1,"ADP",57,"PREP",370
"income","income",-1,"NOUN",58,"POBJ",370
".",".",-1,"PUNCT",45,"P",370
"And","And",-1,"CONJ",64,"CC",370
"now","now",-1,"ADV",64,"ADVMOD",370
"they","they",-1,"PRON",64,"NSUBJ",370
"have","have",-1,"VERB",64,"ROOT",370
"the","the",-1,"DET",66,"DET",370
"oil","oil",-1,"NOUN",64,"DOBJ",370
"all","all",-1,"ADV",68,"ADVMOD",370
"over","over",-1,"ADP",66,"PREP",370
"the","the",-1,"DET",70,"DET",370
"place","place",-1,"NOUN",68,"POBJ",370
",",",",-1,"PUNCT",66,"P",370
"include","including",-1,"VERB",66,"PREP",370
"the","the",-1,"DET",74,"DET",370
"oil","oil",-1,"NOUN",72,"POBJ",370
"—","—",-1,"PUNCT",66,"P",370
"a","a",-1,"DET",77,"DET",370
"lot","lot",-1,"NOUN",66,"APPOS",370
"of","of",-1,"ADP",77,"PREP",370
"the","the",-1,"DET",80,"DET",370
"oil","oil",-1,"NOUN",78,"POBJ",370
"in","in",-1,"ADP",80,"PREP",370
"Libya","Libya",-1,"NOUN",81,"POBJ",370
",",",",-1,"PUNCT",80,"P",370
"which","which",-1,"DET",85,"NSUBJ",370
"be","was",-1,"VERB",80,"RCMOD",370
"another","another",-1,"DET",87,"DET",370
"one","one",-1,"NUM",85,"ATTR",370
"of","of",-1,"ADP",87,"PREP",370
"her","her",-1,"PRON",90,"POSS",370
"disaster","disasters",-1,"NOUN",88,"POBJ",370
".",".",-1,"PUNCT",64,"P",370
"Secretary","Secretary",-1,"NOUN",1,"TITLE",371
"Clinton","Clinton",-1,"NOUN",1,"ROOT",371
"?","?",-1,"PUNCT",1,"P",371
"Well","Well",-1,"X",3,"DISCOURSE",372
",",",",-1,"PUNCT",3,"P",372
"I","I",-1,"PRON",3,"NSUBJ",372
"hope","hope",-1,"VERB",3,"ROOT",372
"the","the",-1,"DET",7,"DET",372
"fact","fact",-1,"NOUN",7,"NN",372
"-","-",-1,"PUNCT",7,"P",372
"checkers","checkers",-1,"NOUN",9,"NSUBJ",372
"be","are",-1,"VERB",9,"AUX",372
"turn","turning",-1,"VERB",3,"CCOMP",372
"up","up",-1,"PRT",9,"PRT",372
"the","the",-1,"DET",12,"DET",372
"volume","volume",-1,"NOUN",9,"DOBJ",372
"and","and",-1,"CONJ",9,"CC",372
"really","really",-1,"ADV",15,"ADVMOD",372
"work","working",-1,"VERB",9,"CONJ",372
"hard","hard",-1,"ADV",15,"ADVMOD",372
".",".",-1,"PUNCT",3,"P",372
"Donald","Donald",-1,"NOUN",19,"NSUBJ",372
"support","supported",-1,"VERB",19,"ROOT",372
"the","the",-1,"DET",21,"DET",372
"invasion","invasion",-1,"NOUN",19,"DOBJ",372
"of","of",-1,"ADP",21,"PREP",372
"Iraq","Iraq",-1,"NOUN",22,"POBJ",372
".",".",-1,"PUNCT",19,"P",372
"Wrong","Wrong",-1,"ADJ",0,"ROOT",373
".",".",-1,"PUNCT",0,"P",373
"That","That",-1,"DET",3,"NSUBJPASS",374
"be","is",-1,"VERB",3,"AUXPASS",374
"absolutely","absolutely",-1,"ADV",3,"ADVMOD",374
"prove","proved",-1,"VERB",3,"ROOT",374
"over","over",-1,"ADV",3,"ADVMOD",374
"and","and",-1,"CONJ",4,"CC",374
"over","over",-1,"ADV",7,"ADVMOD",374
"again","again",-1,"ADV",4,"CONJ",374
".",".",-1,"PUNCT",3,"P",374
"Wrong","Wrong",-1,"ADJ",0,"ROOT",375
".",".",-1,"PUNCT",0,"P",375
"Wrong","Wrong",-1,"ADJ",2,"ROOT",375
".",".",-1,"PUNCT",2,"P",375
"He","He",-1,"PRON",2,"NSUBJ",376
"actually","actually",-1,"ADV",2,"ADVMOD",376
"advocate","advocated",-1,"VERB",2,"ROOT",376
"for","for",-1,"ADP",2,"PREP",376
"the","the",-1,"DET",5,"DET",376
"action","actions",-1,"NOUN",3,"POBJ",376
"we","we",-1,"PRON",7,"NSUBJ",376
"take","took",-1,"VERB",5,"RCMOD",376
"in","in",-1,"ADP",7,"PREP",376
"Libya","Libya",-1,"NOUN",8,"POBJ",376
"and","and",-1,"CONJ",2,"CC",376
"urge","urged",-1,"VERB",2,"CONJ",376
"that","that",-1,"ADP",15,"MARK",376
"Gadhafi","Gadhafi",-1,"NOUN",15,"NSUBJPASS",376
"be","be",-1,"VERB",15,"AUXPASS",376
"take","taken",-1,"VERB",11,"CCOMP",376
"out","out",-1,"PRT",15,"PRT",376
",",",",-1,"PUNCT",15,"P",376
"after","after",-1,"ADP",15,"PREP",376
"actually","actually",-1,"ADV",20,"ADVMOD",376
"do","doing",-1,"VERB",18,"PCOMP",376
"some","some",-1,"DET",22,"DET",376
"business","business",-1,"NOUN",20,"DOBJ",376
"with","with",-1,"ADP",20,"PREP",376
"him","him",-1,"PRON",23,"POBJ",376
"one","one",-1,"NUM",26,"NUM",376
"time","time",-1,"NOUN",20,"TMOD",376
".",".",-1,"PUNCT",2,"P",376
"But","But",-1,"CONJ",11,"CC",377
"the","the",-1,"DET",3,"DET",377
"large","larger",-1,"ADJ",3,"AMOD",377
"point","point",-1,"NOUN",11,"NSUBJ",377
"—","—",-1,"PUNCT",3,"P",377
"and","and",-1,"CONJ",3,"CC",377
"he","he",-1,"PRON",7,"NSUBJ",377
"say","says",-1,"VERB",3,"CONJ",377
"this","this",-1,"DET",7,"DOBJ",377
"constantly","constantly",-1,"ADV",7,"ADVMOD",377
"—","—",-1,"PUNCT",7,"P",377
"be","is",-1,"VERB",11,"ROOT",377
"George","George",-1,"NOUN",14,"NN",377
"W.","W.",-1,"NOUN",14,"NN",377
"Bush","Bush",-1,"NOUN",15,"NSUBJ",377
"make","made",-1,"VERB",11,"CCOMP",377
"the","the",-1,"DET",17,"DET",377
"agreement","agreement",-1,"NOUN",15,"DOBJ",377
"about","about",-1,"ADP",17,"PREP",377
"when","when",-1,"ADV",23,"ADVMOD",377
"American","American",-1,"ADJ",21,"AMOD",377
"troops","troops",-1,"NOUN",23,"NSUBJ",377
"would","would",-1,"VERB",23,"AUX",377
"leave","leave",-1,"VERB",18,"PCOMP",377
"Iraq","Iraq",-1,"NOUN",23,"DOBJ",377
",",",",-1,"PUNCT",24,"P",377
"not","not",-1,"ADV",24,"NEG",377
"Barack","Barack",-1,"NOUN",28,"NN",377
"Obama","Obama",-1,"NOUN",24,"DEP",377
".",".",-1,"PUNCT",11,"P",377
"And","And",-1,"CONJ",12,"CC",378
"the","the",-1,"DET",3,"DET",378
"only","only",-1,"ADJ",3,"AMOD",378
"way","way",-1,"NOUN",12,"NSUBJ",378
"that","that",-1,"ADP",9,"DOBJ",378
"American","American",-1,"ADJ",6,"AMOD",378
"troops","troops",-1,"NOUN",9,"NSUBJ",378
"could","could",-1,"VERB",9,"AUX",378
"have","have",-1,"VERB",9,"AUX",378
"stay","stayed",-1,"VERB",3,"RCMOD",378
"in","in",-1,"ADP",9,"PREP",378
"Iraq","Iraq",-1,"NOUN",10,"POBJ",378
"be","is",-1,"VERB",12,"ROOT",378
"to","to",-1,"PRT",14,"AUX",378
"get","get",-1,"VERB",12,"XCOMP",378
"an","an",-1,"DET",16,"DET",378
"agreement","agreement",-1,"NOUN",14,"DOBJ",378
"from","from",-1,"ADP",16,"PREP",378
"the","the",-1,"DET",22,"DET",378
"then","then",-1,"ADV",21,"ADVMOD",378
"-","-",-1,"PUNCT",21,"P",378
"Iraqi","Iraqi",-1,"ADJ",22,"AMOD",378
"government","government",-1,"NOUN",17,"POBJ",378
"that","that",-1,"DET",26,"NSUBJ",378
"would","would",-1,"VERB",26,"AUX",378
"have","have",-1,"VERB",26,"AUX",378
"protect","protected",-1,"VERB",16,"RCMOD",378
"our","our",-1,"PRON",28,"POSS",378
"troops","troops",-1,"NOUN",26,"DOBJ",378
",",",",-1,"PUNCT",12,"P",378
"and","and",-1,"CONJ",12,"CC",378
"the","the",-1,"DET",33,"DET",378
"Iraqi","Iraqi",-1,"ADJ",33,"AMOD",378
"government","government",-1,"NOUN",36,"NSUBJ",378
"would","would",-1,"VERB",36,"AUX",378
"not","not",-1,"ADV",36,"NEG",378
"give","give",-1,"VERB",12,"CONJ",378
"that","that",-1,"DET",36,"DOBJ",378
".",".",-1,"PUNCT",12,"P",378
"But","But",-1,"CONJ",1,"CC",379
"let","let",-1,"VERB",1,"ROOT",379
"'s","'s",-1,"PRON",3,"NSUBJ",379
"talk","talk",-1,"VERB",1,"CCOMP",379
"about","about",-1,"ADP",3,"PREP",379
"the","the",-1,"DET",6,"DET",379
"question","question",-1,"NOUN",4,"POBJ",379
"you","you",-1,"PRON",8,"NSUBJ",379
"ask","asked",-1,"VERB",6,"RCMOD",379
",",",",-1,"PUNCT",6,"P",379
"Lester","Lester",-1,"NOUN",6,"APPOS",379
".",".",-1,"PUNCT",1,"P",379
"The","The",-1,"DET",13,"DET",379
"question","question",-1,"NOUN",16,"NSUBJ",379
"you","you",-1,"PRON",15,"NSUBJ",379
"ask","asked",-1,"VERB",13,"RCMOD",379
"be","is",-1,"VERB",16,"ROOT",379
",",",",-1,"PUNCT",16,"P",379
"what","what",-1,"PRON",21,"DOBJ",379
"do","do",-1,"VERB",21,"AUX",379
"we","we",-1,"PRON",21,"NSUBJ",379
"do","do",-1,"VERB",16,"DEP",379
"here","here",-1,"ADV",21,"ADVMOD",379
"in","in",-1,"ADP",21,"PREP",379
"the","the",-1,"DET",26,"DET",379
"United","United",-1,"NOUN",26,"NN",379
"States","States",-1,"NOUN",23,"POBJ",379
"?","?",-1,"PUNCT",16,"P",379
"That","That",-1,"DET",29,"NSUBJ",379
"'s","'s",-1,"VERB",29,"ROOT",379
"the","the",-1,"DET",33,"DET",379
"most","most",-1,"ADV",32,"ADVMOD",379
"important","important",-1,"ADJ",33,"AMOD",379
"part","part",-1,"NOUN",29,"ATTR",379
"of","of",-1,"ADP",33,"PREP",379
"this","this",-1,"DET",34,"POBJ",379
".",".",-1,"PUNCT",29,"P",379
"How","How",-1,"ADV",40,"ADVMOD",379
"do","do",-1,"VERB",40,"AUX",379
"we","we",-1,"PRON",40,"NSUBJ",379
"prevent","prevent",-1,"VERB",40,"ROOT",379
"attack","attacks",-1,"NOUN",40,"DOBJ",379
"?","?",-1,"PUNCT",40,"P",379
"How","How",-1,"ADV",46,"ADVMOD",379
"do","do",-1,"VERB",46,"AUX",379
"we","we",-1,"PRON",46,"NSUBJ",379
"protect","protect",-1,"VERB",46,"ROOT",379
"our","our",-1,"PRON",48,"POSS",379
"person","people",-1,"NOUN",46,"DOBJ",379
"?","?",-1,"PUNCT",46,"P",379
"And","And",-1,"CONJ",2,"CC",380
"I","I",-1,"PRON",2,"NSUBJ",380
"think","think",-1,"VERB",2,"ROOT",380
"we","we",-1,"PRON",5,"NSUBJ",380
"have","'ve",-1,"VERB",5,"AUX",380
"get","got",-1,"VERB",2,"CCOMP",380
"to","to",-1,"PRT",7,"AUX",380
"have","have",-1,"VERB",5,"XCOMP",380
"an","an",-1,"DET",10,"DET",380
"intelligence","intelligence",-1,"NOUN",10,"NN",380
"surge","surge",-1,"NOUN",7,"DOBJ",380
",",",",-1,"PUNCT",10,"P",380
"where","where",-1,"ADV",15,"ADVMOD",380
"we","we",-1,"PRON",15,"NSUBJ",380
"be","are",-1,"VERB",15,"AUX",380
"look","looking",-1,"VERB",10,"RCMOD",380
"for","for",-1,"ADP",15,"PREP",380
"every","every",-1,"DET",18,"DET",380
"scrap","scrap",-1,"NOUN",16,"POBJ",380
"of","of",-1,"ADP",18,"PREP",380
"information","information",-1,"NOUN",19,"POBJ",380
".",".",-1,"PUNCT",2,"P",380
"I","I",-1,"PRON",23,"NSUBJ",380
"be","was",-1,"VERB",23,"ROOT",380
"so","so",-1,"ADV",25,"ADVMOD",380
"proud","proud",-1,"ADJ",23,"ACOMP",380
"of","of",-1,"ADP",25,"PREP",380
"law","law",-1,"NOUN",28,"NN",380
"enforcement","enforcement",-1,"NOUN",26,"POBJ",380
"in","in",-1,"ADP",28,"PREP",380
"New","New",-1,"NOUN",31,"NN",380
"York","York",-1,"NOUN",29,"POBJ",380
",",",",-1,"PUNCT",23,"P",380
"in","in",-1,"ADP",23,"PREP",380
"Minnesota","Minnesota",-1,"NOUN",33,"POBJ",380
",",",",-1,"PUNCT",23,"P",380
"in","in",-1,"ADP",23,"PREP",380
"New","New",-1,"NOUN",38,"NN",380
"Jersey","Jersey",-1,"NOUN",36,"POBJ",380
".",".",-1,"PUNCT",23,"P",380
"You","You",-1,"PRON",41,"NSUBJ",380
"know","know",-1,"VERB",41,"ROOT",380
",",",",-1,"PUNCT",41,"P",380
"they","they",-1,"PRON",44,"NSUBJ",380
"respond","responded",-1,"VERB",41,"PARATAXIS",380
"so","so",-1,"ADV",46,"ADVMOD",380
"quickly","quickly",-1,"ADV",44,"ADVMOD",380
",",",",-1,"PUNCT",44,"P",380
"so","so",-1,"ADV",49,"ADVMOD",380
"professionally","professionally",-1,"ADV",44,"ADVMOD",380
"to","to",-1,"ADP",49,"PREP",380
"the","the",-1,"DET",52,"DET",380
"attack","attacks",-1,"NOUN",50,"POBJ",380
"that","that",-1,"DET",54,"NSUBJ",380
"occur","occurred",-1,"VERB",52,"RCMOD",380
"by","by",-1,"ADP",54,"PREP",380
"Rahami","Rahami",-1,"NOUN",55,"POBJ",380
".",".",-1,"PUNCT",41,"P",380
"And","And",-1,"CONJ",60,"CC",380
"they","they",-1,"PRON",60,"NSUBJ",380
"bring","brought",-1,"VERB",60,"ROOT",380
"him","him",-1,"PRON",60,"DOBJ",380
"down","down",-1,"PRT",60,"PRT",380
".",".",-1,"PUNCT",60,"P",380
"And","And",-1,"CONJ",67,"CC",380
"we","we",-1,"PRON",67,"NSUBJ",380
"may","may",-1,"VERB",67,"AUX",380
"find","find",-1,"VERB",67,"ROOT",380
"out","out",-1,"PRT",67,"PRT",380
"more","more",-1,"ADJ",70,"AMOD",380
"information","information",-1,"NOUN",67,"DOBJ",380
"because","because",-1,"ADP",73,"MARK",380
"he","he",-1,"PRON",73,"NSUBJ",380
"be","is",-1,"VERB",67,"ADVCL",380
"still","still",-1,"ADV",73,"ADVMOD",380
"alive","alive",-1,"ADJ",73,"ACOMP",380
",",",",-1,"PUNCT",73,"P",380
"which","which",-1,"DET",79,"NSUBJ",380
"may","may",-1,"VERB",79,"AUX",380
"prove","prove",-1,"VERB",73,"CCOMP",380
"to","to",-1,"PRT",81,"AUX",380
"be","be",-1,"VERB",79,"XCOMP",380
"an","an",-1,"DET",84,"DET",380
"intelligence","intelligence",-1,"NOUN",84,"NN",380
"benefit","benefit",-1,"NOUN",81,"ATTR",380
".",".",-1,"PUNCT",67,"P",380
"So","So",-1,"CONJ",3,"CC",381
"we","we",-1,"PRON",3,"NSUBJ",381
"have","'ve",-1,"VERB",3,"AUX",381
"get","got",-1,"VERB",3,"ROOT",381
"to","to",-1,"PRT",5,"AUX",381
"do","do",-1,"VERB",3,"XCOMP",381
"everything","everything",-1,"NOUN",5,"DOBJ",381
"we","we",-1,"PRON",8,"NSUBJ",381
"can","can",-1,"VERB",6,"RCMOD",381
"to","to",-1,"PRT",10,"AUX",381
"vacuum","vacuum",-1,"VERB",5,"XCOMP",381
"up","up",-1,"PRT",10,"PRT",381
"intelligence","intelligence",-1,"NOUN",10,"DOBJ",381
"from","from",-1,"ADP",12,"PREP",381
"Europe","Europe",-1,"NOUN",13,"POBJ",381
",",",",-1,"PUNCT",12,"P",381
"from","from",-1,"ADP",12,"PREP",381
"the","the",-1,"DET",19,"DET",381
"Middle","Middle",-1,"NOUN",19,"NN",381
"East","East",-1,"NOUN",16,"POBJ",381
".",".",-1,"PUNCT",3,"P",381
"That","That",-1,"DET",22,"NSUBJ",381
"mean","means",-1,"VERB",22,"ROOT",381
"we","we",-1,"PRON",25,"NSUBJ",381
"have","'ve",-1,"VERB",25,"AUX",381
"get","got",-1,"VERB",22,"CCOMP",381
"to","to",-1,"PRT",27,"AUX",381
"work","work",-1,"VERB",25,"XCOMP",381
"more","more",-1,"ADV",29,"ADVMOD",381
"closely","closely",-1,"ADV",27,"ADVMOD",381
"with","with",-1,"ADP",27,"PREP",381
"our","our",-1,"PRON",32,"POSS",381
"ally","allies",-1,"NOUN",30,"POBJ",381
",",",",-1,"PUNCT",22,"P",381
"and","and",-1,"CONJ",22,"CC",381
"that","that",-1,"DET",36,"NSUBJ",381
"'s","'s",-1,"VERB",22,"CONJ",381
"something","something",-1,"NOUN",36,"ATTR",381
"that","that",-1,"DET",41,"DOBJ",381
"Donald","Donald",-1,"NOUN",41,"NSUBJ",381
"have","has",-1,"VERB",41,"AUX",381
"be","been",-1,"VERB",37,"RCMOD",381
"very","very",-1,"ADV",43,"ADVMOD",381
"dismissive","dismissive",-1,"ADJ",41,"ACOMP",381
"of","of",-1,"ADP",43,"PREP",381
".",".",-1,"PUNCT",22,"P",381
"We","We",-1,"PRON",2,"NSUBJ",382
"be","'re",-1,"VERB",2,"AUX",382
"work","working",-1,"VERB",2,"ROOT",382
"with","with",-1,"ADP",2,"PREP",382
"NATO","NATO",-1,"NOUN",3,"POBJ",382
",",",",-1,"PUNCT",4,"P",382
"the","the",-1,"DET",9,"DET",382
"long","longest",-1,"ADJ",9,"AMOD",382
"military","military",-1,"ADJ",9,"AMOD",382
"alliance","alliance",-1,"NOUN",4,"APPOS",382
"in","in",-1,"ADP",9,"PREP",382
"the","the",-1,"DET",12,"DET",382
"history","history",-1,"NOUN",10,"POBJ",382
"of","of",-1,"ADP",12,"PREP",382
"the","the",-1,"DET",15,"DET",382
"world","world",-1,"NOUN",13,"POBJ",382
",",",",-1,"PUNCT",2,"P",382
"to","to",-1,"PRT",19,"AUX",382
"really","really",-1,"ADV",19,"ADVMOD",382
"turn","turn",-1,"VERB",2,"XCOMP",382
"our","our",-1,"PRON",21,"POSS",382
"attention","attention",-1,"NOUN",19,"DOBJ",382
"to","to",-1,"ADP",19,"PREP",382
"terrorism","terrorism",-1,"NOUN",22,"POBJ",382
".",".",-1,"PUNCT",2,"P",382
"We","We",-1,"PRON",27,"NSUBJ",382
"be","'re",-1,"VERB",27,"AUX",382
"work","working",-1,"VERB",44,"CSUBJ",382
"with","with",-1,"ADP",27,"PREP",382
"our","our",-1,"PRON",30,"POSS",382
"friend","friends",-1,"NOUN",28,"POBJ",382
"in","in",-1,"ADP",30,"PREP",382
"the","the",-1,"DET",34,"DET",382
"Middle","Middle",-1,"NOUN",34,"NN",382
"East","East",-1,"NOUN",31,"POBJ",382
",",",",-1,"PUNCT",30,"P",382
"many","many",-1,"ADJ",30,"APPOS",382
"of","of",-1,"ADP",36,"PREP",382
"which","which",-1,"DET",37,"POBJ",382
",",",",-1,"PUNCT",27,"P",382
"as","as",-1,"ADP",42,"MARK",382
"you","you",-1,"PRON",42,"NSUBJ",382
"know","know",-1,"VERB",27,"ADVCL",382
",",",",-1,"PUNCT",27,"P",382
"be","are",-1,"VERB",44,"ROOT",382
"Muslim","Muslim",-1,"ADJ",47,"AMOD",382
"majority","majority",-1,"NOUN",47,"NN",382
"nation","nations",-1,"NOUN",44,"ATTR",382
".",".",-1,"PUNCT",44,"P",382
"Donald","Donald",-1,"NOUN",52,"NSUBJ",382
"have","has",-1,"VERB",52,"AUX",382
"consistently","consistently",-1,"ADV",52,"ADVMOD",382
"insult","insulted",-1,"VERB",52,"ROOT",382
"Muslims","Muslims",-1,"NOUN",52,"DOBJ",382
"abroad","abroad",-1,"ADV",52,"ADVMOD",382
",",",",-1,"PUNCT",52,"P",382
"Muslims","Muslims",-1,"NOUN",52,"DOBJ",382
"at","at",-1,"ADP",56,"PREP",382
"home","home",-1,"NOUN",57,"POBJ",382
",",",",-1,"PUNCT",52,"P",382
"when","when",-1,"ADV",62,"ADVMOD",382
"we","we",-1,"PRON",62,"NSUBJ",382
"need","need",-1,"VERB",52,"ADVCL",382
"to","to",-1,"PRT",65,"AUX",382
"be","be",-1,"VERB",65,"AUX",382
"cooperate","cooperating",-1,"VERB",62,"XCOMP",382
"with","with",-1,"ADP",65,"PREP",382
"Muslim","Muslim",-1,"ADJ",68,"AMOD",382
"nation","nations",-1,"NOUN",66,"POBJ",382
"and","and",-1,"CONJ",66,"CC",382
"with","with",-1,"ADP",66,"CONJ",382
"the","the",-1,"DET",74,"DET",382
"American","American",-1,"ADJ",74,"AMOD",382
"Muslim","Muslim",-1,"ADJ",74,"AMOD",382
"community","community",-1,"NOUN",70,"POBJ",382
".",".",-1,"PUNCT",52,"P",382
"They","They",-1,"PRON",1,"NSUBJ",383
"be","'re",-1,"VERB",1,"ROOT",383
"on","on",-1,"ADP",1,"PREP",383
"the","the",-1,"DET",5,"DET",383
"front","front",-1,"ADJ",5,"AMOD",383
"line","lines",-1,"NOUN",2,"POBJ",383
".",".",-1,"PUNCT",1,"P",383
"They","They",-1,"PRON",9,"NSUBJ",383
"can","can",-1,"VERB",9,"AUX",383
"provide","provide",-1,"VERB",9,"ROOT",383
"information","information",-1,"NOUN",9,"DOBJ",383
"to","to",-1,"ADP",9,"PREP",383
"us","us",-1,"PRON",11,"POBJ",383
"that","that",-1,"ADP",17,"MARK",383
"we","we",-1,"PRON",17,"NSUBJ",383
"may","might",-1,"VERB",17,"AUX",383
"not","not",-1,"ADV",17,"NEG",383
"get","get",-1,"VERB",9,"CCOMP",383
"anywhere","anywhere",-1,"ADV",19,"ADVMOD",383
"else","else",-1,"ADV",17,"ADVMOD",383
".",".",-1,"PUNCT",9,"P",383
"They","They",-1,"PRON",22,"NSUBJ",383
"need","need",-1,"VERB",22,"ROOT",383
"to","to",-1,"PRT",24,"AUX",383
"have","have",-1,"VERB",22,"XCOMP",383
"close","close",-1,"ADV",26,"ADVMOD",383
"work","working",-1,"VERB",27,"AMOD",383
"cooperation","cooperation",-1,"NOUN",24,"DOBJ",383
"with","with",-1,"ADP",27,"PREP",383
"law","law",-1,"NOUN",30,"NN",383
"enforcement","enforcement",-1,"NOUN",28,"POBJ",383
"in","in",-1,"ADP",30,"PREP",383
"these","these",-1,"DET",33,"DET",383
"community","communities",-1,"NOUN",31,"POBJ",383
",",",",-1,"PUNCT",24,"P",383
"not","not",-1,"ADV",37,"NEG",383
"be","be",-1,"VERB",37,"AUXPASS",383
"alienate","alienated",-1,"VERB",24,"DEP",383
"and","and",-1,"CONJ",37,"CC",383
"push","pushed",-1,"VERB",37,"CONJ",383
"away","away",-1,"ADV",39,"ADVMOD",383
"as","as",-1,"ADP",39,"PREP",383
"some","some",-1,"DET",41,"POBJ",383
"of","of",-1,"ADP",42,"PREP",383
"Donald","Donald",-1,"NOUN",46,"POSS",383
"'s","'s",-1,"PRT",44,"PS",383
"rhetoric","rhetoric",-1,"NOUN",43,"POBJ",383
",",",",-1,"PUNCT",22,"P",383
"unfortunately","unfortunately",-1,"ADV",22,"ADVMOD",383
",",",",-1,"PUNCT",22,"P",383
"have","has",-1,"VERB",51,"AUX",383
"lead","led",-1,"VERB",22,"CONJ",383
"to","to",-1,"ADP",51,"PREP",383
".",".",-1,"PUNCT",22,"P",383
"Mr.","Mr.",-1,"NOUN",1,"TITLE",384
"Trump","Trump",-1,"NOUN",1,"ROOT",384
"..","..",-1,"PUNCT",1,"DEP",384
".",".",-1,"PUNCT",1,"P",384
